(68, 47, 2)	(-4577, -313004, '0')
(69, -53, 1)	(-4814, -320091, '0')
(69, -37, 1)	(-4798, -321195, '0')
(69, -29, 1)	(-4790, -321747, '0')
(69, -13, 1)	(-4774, -322851, '0')
(69, -1, 1)	(-4762, -323679, '0')
(69, 7, 1)	(-4754, -324231, '0')
(69, 11, 2)	(-4750, -324507, '0')
(69, 19, 2)	(-4742, -325059, '0')
(69, 31, 1)	(-4730, -325887, '0')
(69, 35, 2)	(-4726, -326163, '0')
(69, 43, 2)	(-4718, -326715, '0')
(69, 67, 1)	(-4694, -328371, '0')
(55, 69, 2)	(-2956, -167145, '0')
(-69, 61, 1)	(-4700, 337479, '0')
(29, -69, 2)	(-910, -21547, '0')
(71, -67, 1)	(-5108, -348113, '0')
(71, 21, 2)	(-5020, -354361, '0')
(57, 71, 2)	(-3178, -185991, '0')
(49, 71, 2)	(-2330, -118727, '0')
(43, 71, 2)	(-1778, -80711, '0')
(31, 71, 1)	(-890, -31031, '0')
(28, 71, 2)	(-713, -23156, '0')
(24, 71, 2)	(-505, -14952, '0')
(21, 71, 1)	(-370, -10311, '0')
(17, 71, 1)	(-218, -5831, '0')
(-71, 41, 1)	(-5000, 365863, '0')
(-71, 26, 2)	(-5015, 364798, '0')
(27, -71, 1)	(-800, -17037, '0')
(51, -71, 2)	(-2672, -126429, '0')
(72, 7, 2)	(-5177, -368568, '0')
(73, -37, 1)	(-5366, -380987, '0')
(73, -13, 1)	(-5342, -382739, '0')
(73, -1, 0)	(-5330, -383615, '0')
(73, 23, 1)	(-5306, -385367, '0')
(73, 47, 2)	(-5282, -387119, '0')
(73, 71, 2)	(-5258, -388871, '0')
(51, 73, 1)	(-2528, -133773, '0')
(-3, 73, 1)	(64, 255, '0')
(-9, 73, 1)	(-8, 1467, '0')
(-15, 73, 1)	(-152, 4695, '0')
(-17, 73, 1)	(-216, 6443, '0')
(-19, 73, 2)	(-288, 8607, '0')
(-31, 73, 2)	(-888, 33015, '0')
(-33, 73, 1)	(-1016, 39435, '0')
(-41, 73, 2)	(-1608, 73595, '0')
(-55, 73, 2)	(-2952, 173415, '0')
(-73, 17, 1)	(-5312, 395587, '0')
(1, -73, 1)	(-74, 73, 'Z2')
(8, -73, 2)	(-137, 136, 'Z2')
(9, -73, 1)	(-154, 9, '0')
(12, -73, 2)	(-217, -708, '0')
(13, -73, 1)	(-242, -1079, '0')
(19, -73, 1)	(-434, -5111, '0')
(28, -73, 2)	(-857, -19124, '0')
(33, -73, 1)	(-1162, -32439, '0')
(41, -73, 1)	(-1754, -64247, '0')
(49, -73, 1)	(-2474, -111671, '0')
(57, -73, 1)	(-3322, -177783, '0')
(63, -73, 1)	(-4042, -241479, '0')
(72, -73, 2)	(-5257, -362808, '0')
(55, 74, 2)	(-2951, -167420, '0')
(-15, 74, 2)	(-151, 4710, '0')
(-23, 74, 2)	(-455, 14398, '0')
(-35, 74, 2)	(-1151, 46690, '0')
(-63, 74, 2)	(-3895, 258678, '0')
(75, -47, 1)	(-5672, -412725, '0')
(75, -31, 1)	(-5656, -413925, '0')
(75, -26, 3)	(-5651, -414300, '0')
(75, -25, 2)	(-5650, -414375, '0')
(75, -17, 1)	(-5642, -414975, '0')
(75, -7, 1)	(-5632, -415725, '0')
(75, -5, 2)	(-5630, -415875, '0')
(75, 58, 2)	(-5567, -420600, '0')
(75, 59, 2)	(-5566, -420675, '0')
(75, 73, 1)	(-5552, -421725, '0')
(75, 74, 2)	(-5551, -421800, '0')
(29, 75, 2)	(-766, -25723, '0')
(-75, 73, 1)	(-5552, 432975, '0')
(-75, 58, 2)	(-5567, 431850, '0')
(-75, 13, 1)	(-5612, 428475, '0')
(76, 71, 2)	(-5705, -438596, '0')
(45, -76, 3)	(-2101, -85680, '0')
(77, -13, 1)	(-5942, -449603, '0')
(77, 3, 2)	(-5926, -450835, '0')
(77, 15, 2)	(-5914, -451759, '0')
(31, 77, 2)	(-884, -31217, '0')
(-77, 53, 1)	(-5876, 466543, '0')
(-77, 29, 1)	(-5900, 464695, '0')
(-77, 8, 1)	(-5921, 463078, '0')
(-77, 5, 2)	(-5924, 462847, '0')
(45, -77, 2)	(-2102, -85635, '0')
(79, -61, 2)	(-6302, -481979, '0')
(79, -19, 1)	(-6260, -485297, '0')
(79, -1, 1)	(-6242, -486719, '0')
(79, 5, 1)	(-6236, -487193, '0')
(79, 11, 1)	(-6230, -487667, '0')
(79, 47, 1)	(-6194, -490511, '0')
(79, 53, 1)	(-6188, -490985, '0')
(75, 79, 1)	(-5546, -422175, '0')
(39, 79, 2)	(-1442, -60879, '0')
(33, 79, 1)	(-1010, -37455, '0')
(-79, 17, 1)	(-6224, 500623, '0')
(-79, 5, 1)	(-6236, 499675, '0')
(3, -79, 2)	(-88, 219, '0')
(19, -79, 1)	(-440, -4997, '0')
(43, -79, 2)	(-1928, -74261, '0')
(51, -79, 1)	(-2680, -126021, '0')
(59, -79, 1)	(-3560, -197237, '0')
(-9, 80, 2)	(-1, 1530, '0')
(-17, 80, 2)	(-209, 6562, '0')
(-33, 80, 2)	(-1009, 39666, '0')
(-41, 80, 2)	(-1601, 73882, '0')
(81, -61, 2)	(-6622, -519939, '0')
(81, -53, 2)	(-6614, -520587, '0')
(81, -49, 2)	(-6610, -520911, '0')
(81, -25, 1)	(-6586, -522855, '0')
(81, -4, 1)	(-6565, -524556, '0')
